ros_time,state,x,y,z
1774030028.484,COMPLETE,-0.000,0.004,0.041
1774030028.984,COMPLETE,-0.003,0.004,0.038
1774030029.484,COMPLETE,-0.003,0.008,0.038
1774030029.984,COMPLETE,-0.006,0.005,0.036
1774030030.484,COMPLETE,-0.010,0.003,0.033
1774030030.985,COMPLETE,-0.010,0.002,0.032
1774030031.484,COMPLETE,-0.006,0.006,0.032
1774030031.984,COMPLETE,0.002,0.011,0.035
1774030032.484,COMPLETE,0.012,0.019,0.035
1774030032.984,COMPLETE,0.015,0.030,0.034
1774030033.484,COMPLETE,0.019,0.037,0.031
1774030033.984,COMPLETE,0.027,0.041,0.030
1774030034.484,COMPLETE,0.031,0.042,0.034
1774030034.984,COMPLETE,0.029,0.045,0.039
1774030035.484,COMPLETE,0.032,0.046,0.041
1774030035.984,COMPLETE,0.034,0.047,0.039
1774030036.484,COMPLETE,0.039,0.044,0.043
1774030036.984,COMPLETE,0.040,0.035,0.046
1774030037.484,COMPLETE,0.041,0.030,0.046
1774030037.984,COMPLETE,0.044,0.025,0.049
1774030038.484,COMPLETE,0.048,0.022,0.050
1774030038.984,COMPLETE,0.058,0.023,0.051
1774030039.484,COMPLETE,0.058,0.026,0.048
1774030039.984,COMPLETE,0.058,0.021,0.044
1774030040.484,COMPLETE,0.058,0.016,0.047
1774030040.984,COMPLETE,0.062,0.025,0.048
1774030041.484,COMPLETE,0.067,0.034,0.049
1774030041.984,COMPLETE,0.068,0.040,0.048
1774030042.484,COMPLETE,0.070,0.043,0.049
1774030042.984,COMPLETE,0.073,0.037,0.051
1774030043.484,COMPLETE,0.077,0.035,0.051
1774030043.984,COMPLETE,0.074,0.036,0.046
1774030044.484,COMPLETE,0.077,0.035,0.041
1774030044.985,COMPLETE,0.081,0.037,0.034
1774030045.484,COMPLETE,0.078,0.034,0.026
1774030045.984,COMPLETE,0.075,0.029,0.017
1774030046.484,COMPLETE,0.074,0.027,0.006
1774030046.984,COMPLETE,0.082,0.022,-0.005
1774030047.484,COMPLETE,0.087,0.018,-0.012
1774030047.984,COMPLETE,0.085,0.013,-0.018
1774030048.484,COMPLETE,0.091,0.007,-0.024
1774030048.984,COMPLETE,0.098,-0.003,-0.029
1774030049.484,COMPLETE,0.100,-0.010,-0.031
1774030049.984,COMPLETE,0.095,-0.014,-0.034
1774030050.484,COMPLETE,0.091,-0.012,-0.034
1774030050.984,COMPLETE,0.094,-0.009,-0.034
1774030051.484,COMPLETE,0.091,-0.007,-0.030
1774030051.984,COMPLETE,0.087,-0.005,-0.028
1774030052.484,COMPLETE,0.084,-0.002,-0.029
1774030052.984,COMPLETE,0.079,-0.001,-0.028
1774030053.484,COMPLETE,0.073,0.003,-0.027
1774030053.984,COMPLETE,0.069,0.008,-0.034
1774030054.484,COMPLETE,0.070,0.004,-0.040
1774030054.984,COMPLETE,0.067,0.003,-0.043
1774030055.484,COMPLETE,0.062,0.003,-0.045
1774030055.984,COMPLETE,0.054,0.004,-0.049
1774030056.484,COMPLETE,0.053,0.008,-0.053
1774030056.984,COMPLETE,0.052,0.009,-0.055
1774030057.484,COMPLETE,0.045,0.006,-0.051
1774030057.984,COMPLETE,0.040,-0.001,-0.044
1774030058.484,COMPLETE,0.038,0.005,-0.038
1774030058.985,COMPLETE,0.038,0.011,-0.032
1774030059.484,COMPLETE,0.036,0.016,-0.024
1774030059.984,COMPLETE,0.033,0.019,-0.018
1774030060.484,COMPLETE,0.032,0.021,-0.013
1774030060.984,COMPLETE,0.034,0.025,-0.012
1774030061.484,COMPLETE,0.034,0.023,-0.008
1774030061.984,COMPLETE,0.032,0.016,-0.001
1774030062.484,COMPLETE,0.033,0.018,0.003
1774030062.984,COMPLETE,0.034,0.021,0.008
1774030063.484,COMPLETE,0.035,0.024,0.009
1774030063.984,COMPLETE,0.045,0.027,0.008
1774030064.484,COMPLETE,0.053,0.027,0.006
1774030064.985,COMPLETE,0.053,0.030,0.009
1774030065.484,COMPLETE,0.055,0.028,0.011
1774030065.984,COMPLETE,0.055,0.025,0.011
1774030066.484,COMPLETE,0.055,0.024,0.006
1774030066.984,COMPLETE,0.056,0.029,0.003
1774030067.484,COMPLETE,0.058,0.039,-0.001
1774030067.984,COMPLETE,0.060,0.040,-0.003
1774030068.484,COMPLETE,0.062,0.035,-0.005
1774030068.985,COMPLETE,0.066,0.031,-0.010
1774030069.484,COMPLETE,0.069,0.031,-0.016
1774030069.984,COMPLETE,0.069,0.027,-0.020
1774030070.484,COMPLETE,0.066,0.030,-0.025
1774030070.984,COMPLETE,0.062,0.036,-0.026
1774030071.484,COMPLETE,0.060,0.037,-0.025
1774030071.984,COMPLETE,0.061,0.034,-0.025
1774030072.484,COMPLETE,0.069,0.031,-0.027
1774030072.985,COMPLETE,0.070,0.030,-0.027
1774030073.484,COMPLETE,0.069,0.019,-0.032
1774030073.984,COMPLETE,0.068,0.019,-0.035
1774030074.485,COMPLETE,0.066,0.020,-0.039
1774030074.984,COMPLETE,0.061,0.019,-0.040
1774030075.484,COMPLETE,0.061,0.015,-0.036
1774030075.984,COMPLETE,0.060,0.018,-0.031
1774030076.484,COMPLETE,0.057,0.020,-0.035
1774030076.984,COMPLETE,0.057,0.020,-0.038
1774030077.484,COMPLETE,0.053,0.020,-0.038
1774030077.984,COMPLETE,0.053,0.021,-0.038
1774030078.484,COMPLETE,0.055,0.028,-0.036
1774030078.985,COMPLETE,0.055,0.034,-0.028
1774030079.484,COMPLETE,0.052,0.033,-0.017
1774030079.984,COMPLETE,0.052,0.035,-0.012
1774030080.484,COMPLETE,0.050,0.035,-0.011
1774030080.985,COMPLETE,0.050,0.039,-0.011
1774030081.484,COMPLETE,0.052,0.042,-0.008
1774030081.984,COMPLETE,0.052,0.043,-0.003
1774030082.484,COMPLETE,0.050,0.034,0.001
1774030082.984,COMPLETE,0.042,0.027,0.006
1774030083.484,COMPLETE,0.026,0.027,0.010
1774030083.984,COMPLETE,0.031,0.022,0.010
1774030084.484,COMPLETE,0.039,0.018,0.013
1774030084.984,COMPLETE,0.040,0.014,0.013
1774030085.484,COMPLETE,0.037,0.012,0.018
1774030085.984,COMPLETE,0.036,0.011,0.021
1774030086.484,COMPLETE,0.042,0.011,0.024
1774030086.984,COMPLETE,0.047,0.015,0.029
1774030087.484,COMPLETE,0.041,0.018,0.035
1774030087.984,COMPLETE,0.038,0.017,0.037
1774030088.484,COMPLETE,0.035,0.015,0.035
1774030088.985,COMPLETE,0.036,0.012,0.036
1774030089.484,COMPLETE,0.038,0.009,0.038
1774030089.984,COMPLETE,0.040,0.007,0.037
1774030090.484,COMPLETE,0.052,0.015,0.040
1774030090.984,COMPLETE,0.059,0.018,0.041
1774030091.484,COMPLETE,0.059,0.022,0.041
1774030091.984,COMPLETE,0.064,0.021,0.040
1774030092.484,COMPLETE,0.071,0.017,0.037
1774030092.985,COMPLETE,0.076,0.017,0.038
1774030093.484,COMPLETE,0.078,0.018,0.036
1774030093.984,COMPLETE,0.082,0.019,0.033
1774030094.484,COMPLETE,0.082,0.020,0.032
1774030094.985,COMPLETE,0.082,0.024,0.031
1774030095.484,COMPLETE,0.078,0.026,0.029
1774030095.984,COMPLETE,0.073,0.029,0.029
1774030096.484,COMPLETE,0.071,0.028,0.025
1774030096.984,COMPLETE,0.069,0.028,0.017
1774030097.485,COMPLETE,0.072,0.031,0.006
1774030097.984,COMPLETE,0.071,0.032,-0.003
1774030098.484,COMPLETE,0.067,0.032,-0.010
1774030098.984,COMPLETE,0.062,0.034,-0.019
1774030099.484,COMPLETE,0.056,0.033,-0.028
1774030099.984,COMPLETE,0.054,0.034,-0.034
1774030100.484,COMPLETE,0.054,0.031,-0.036
1774030100.984,COMPLETE,0.054,0.039,-0.038
1774030101.484,COMPLETE,0.057,0.047,-0.036
1774030101.984,COMPLETE,0.059,0.050,-0.035
1774030102.484,COMPLETE,0.057,0.049,-0.031
1774030102.984,COMPLETE,0.047,0.042,-0.033
1774030103.484,COMPLETE,0.045,0.042,-0.036
1774030103.984,COMPLETE,0.044,0.040,-0.037
1774030104.484,COMPLETE,0.042,0.039,-0.036
1774030104.984,COMPLETE,0.034,0.038,-0.033
1774030105.484,COMPLETE,0.028,0.038,-0.032
1774030105.984,COMPLETE,0.028,0.036,-0.030
1774030106.484,COMPLETE,0.033,0.035,-0.025
1774030106.985,COMPLETE,0.036,0.034,-0.026
1774030107.484,COMPLETE,0.033,0.035,-0.030
1774030107.984,COMPLETE,0.028,0.032,-0.033
1774030108.484,COMPLETE,0.026,0.028,-0.033
1774030108.984,COMPLETE,0.024,0.025,-0.032
1774030109.484,COMPLETE,0.023,0.021,-0.033
1774030109.984,COMPLETE,0.020,0.018,-0.030
1774030110.484,COMPLETE,0.018,0.018,-0.028
1774030110.984,COMPLETE,0.018,0.017,-0.028
1774030111.484,COMPLETE,0.015,0.015,-0.023
1774030111.984,COMPLETE,0.018,0.017,-0.019
1774030112.484,COMPLETE,0.026,0.022,-0.018
1774030112.984,COMPLETE,0.029,0.027,-0.017
1774030113.484,COMPLETE,0.024,0.033,-0.010
1774030113.984,COMPLETE,0.023,0.033,-0.003
1774030114.484,COMPLETE,0.025,0.035,0.010
1774030114.984,COMPLETE,0.019,0.032,0.017
1774030115.484,COMPLETE,0.014,0.029,0.022
1774030115.984,COMPLETE,0.017,0.025,0.025
1774030116.484,COMPLETE,0.017,0.023,0.030
1774030116.984,COMPLETE,0.014,0.022,0.032
1774030117.484,COMPLETE,0.007,0.019,0.034
1774030117.984,COMPLETE,0.006,0.015,0.035
1774030118.484,COMPLETE,0.003,0.021,0.032
1774030118.984,COMPLETE,0.005,0.021,0.029
1774030119.484,COMPLETE,0.005,0.020,0.023
1774030119.984,COMPLETE,0.010,0.021,0.019
1774030120.484,COMPLETE,0.020,0.022,0.012
1774030120.984,COMPLETE,0.029,0.021,0.010
1774030121.484,COMPLETE,0.038,0.015,0.004
1774030121.984,COMPLETE,0.045,0.013,0.000
1774030122.484,COMPLETE,0.050,0.015,-0.004
1774030122.984,COMPLETE,0.059,0.018,-0.005
1774030123.484,COMPLETE,0.071,0.022,-0.006
1774030123.984,COMPLETE,0.081,0.025,-0.010
1774030124.484,COMPLETE,0.088,0.024,-0.013
1774030124.984,COMPLETE,0.096,0.023,-0.016
1774030125.484,COMPLETE,0.095,0.025,-0.022
1774030125.984,COMPLETE,0.094,0.023,-0.023
1774030126.484,COMPLETE,0.097,0.025,-0.024
1774030126.985,COMPLETE,0.104,0.024,-0.025
1774030127.484,COMPLETE,0.111,0.021,-0.022
1774030127.984,COMPLETE,0.112,0.020,-0.020
1774030128.484,COMPLETE,0.111,0.014,-0.018
1774030128.984,COMPLETE,0.110,0.013,-0.017
1774030129.484,COMPLETE,0.114,0.008,-0.018
1774030129.985,COMPLETE,0.114,0.004,-0.018
1774030130.484,COMPLETE,0.113,-0.000,-0.016
1774030130.984,COMPLETE,0.115,0.005,-0.012
1774030131.484,COMPLETE,0.117,0.003,-0.004
1774030131.984,COMPLETE,0.111,0.005,0.001
1774030132.484,COMPLETE,0.104,0.002,0.004
1774030132.985,COMPLETE,0.102,-0.004,0.004
1774030133.484,COMPLETE,0.099,-0.004,0.000
1774030133.984,COMPLETE,0.090,-0.002,-0.000
1774030134.484,COMPLETE,0.081,0.004,-0.003
1774030134.984,COMPLETE,0.070,0.014,-0.002
1774030135.484,COMPLETE,0.060,0.023,0.000
1774030135.984,COMPLETE,0.051,0.029,-0.001
1774030136.484,COMPLETE,0.045,0.030,-0.000
1774030136.984,COMPLETE,0.042,0.035,-0.002
1774030137.484,COMPLETE,0.037,0.041,-0.007
1774030137.984,COMPLETE,0.035,0.048,-0.012
1774030138.484,COMPLETE,0.036,0.050,-0.016
1774030138.984,COMPLETE,0.037,0.048,-0.021
1774030139.484,COMPLETE,0.035,0.050,-0.020
1774030139.984,COMPLETE,0.035,0.053,-0.021
1774030140.484,COMPLETE,0.034,0.056,-0.023
1774030140.984,COMPLETE,0.032,0.053,-0.027
1774030141.484,COMPLETE,0.032,0.054,-0.028
1774030141.984,COMPLETE,0.034,0.056,-0.029
1774030142.484,COMPLETE,0.042,0.049,-0.028
1774030142.984,COMPLETE,0.042,0.042,-0.028
1774030143.484,COMPLETE,0.040,0.038,-0.020
1774030143.984,COMPLETE,0.035,0.036,-0.013
1774030144.484,COMPLETE,0.035,0.033,-0.008
1774030144.984,COMPLETE,0.039,0.027,-0.009
1774030145.485,COMPLETE,0.040,0.025,-0.007
1774030145.984,COMPLETE,0.040,0.023,-0.009
1774030146.484,COMPLETE,0.043,0.022,-0.011
1774030146.984,COMPLETE,0.047,0.025,-0.013
1774030147.484,COMPLETE,0.049,0.029,-0.012
1774030147.984,COMPLETE,0.051,0.026,-0.011
1774030148.484,COMPLETE,0.050,0.028,-0.006
1774030148.984,COMPLETE,0.052,0.027,-0.003
1774030149.484,COMPLETE,0.053,0.027,-0.008
1774030149.984,COMPLETE,0.052,0.026,-0.011
1774030150.484,COMPLETE,0.051,0.023,-0.013
1774030150.985,COMPLETE,0.049,0.022,-0.015
1774030151.484,COMPLETE,0.046,0.019,-0.015
1774030151.984,COMPLETE,0.042,0.014,-0.017
1774030152.484,COMPLETE,0.039,0.016,-0.019
1774030152.984,COMPLETE,0.034,0.013,-0.022
1774030153.484,COMPLETE,0.034,0.012,-0.023
1774030153.984,COMPLETE,0.034,0.016,-0.026
1774030154.484,COMPLETE,0.033,0.018,-0.028
1774030154.985,COMPLETE,0.033,0.017,-0.029
1774030155.484,COMPLETE,0.034,0.013,-0.028
1774030155.984,COMPLETE,0.040,0.009,-0.029
1774030156.484,COMPLETE,0.044,0.000,-0.030
1774030156.984,COMPLETE,0.039,-0.006,-0.027
1774030157.484,COMPLETE,0.038,-0.011,-0.021
1774030157.984,COMPLETE,0.041,-0.015,-0.013
1774030158.484,COMPLETE,0.039,-0.016,-0.008
1774030158.985,COMPLETE,0.039,-0.019,-0.004
1774030159.484,COMPLETE,0.041,-0.017,0.001
1774030159.984,COMPLETE,0.039,-0.012,0.004
1774030160.484,COMPLETE,0.043,-0.009,0.009
1774030160.984,COMPLETE,0.047,-0.004,0.010
1774030161.484,COMPLETE,0.051,-0.000,0.010
1774030161.984,COMPLETE,0.051,0.002,0.012
1774030162.484,COMPLETE,0.052,-0.001,0.011
1774030162.984,COMPLETE,0.050,0.004,0.010
1774030163.484,COMPLETE,0.048,0.007,0.009
1774030163.984,COMPLETE,0.045,0.007,0.012
1774030164.484,COMPLETE,0.044,0.010,0.014
1774030164.984,COMPLETE,0.041,0.015,0.011
1774030165.484,COMPLETE,0.035,0.019,0.012
1774030165.984,COMPLETE,0.029,0.021,0.013
1774030166.484,COMPLETE,0.028,0.020,0.009
1774030166.984,COMPLETE,0.028,0.020,0.001
1774030167.484,COMPLETE,0.023,0.017,-0.003
1774030167.984,COMPLETE,0.020,0.019,-0.008
1774030168.484,COMPLETE,0.026,0.023,-0.013
1774030168.984,COMPLETE,0.036,0.024,-0.019
1774030169.484,COMPLETE,0.039,0.025,-0.027
1774030169.984,COMPLETE,0.043,0.028,-0.034
1774030170.484,COMPLETE,0.043,0.023,-0.039
1774030170.984,COMPLETE,0.041,0.026,-0.042
1774030171.484,COMPLETE,0.042,0.032,-0.040
1774030171.984,COMPLETE,0.041,0.033,-0.040
1774030172.484,COMPLETE,0.041,0.042,-0.037
1774030172.984,COMPLETE,0.042,0.044,-0.032
1774030173.484,COMPLETE,0.042,0.048,-0.027
1774030173.984,COMPLETE,0.042,0.055,-0.027
1774030174.484,COMPLETE,0.038,0.054,-0.022
1774030174.984,COMPLETE,0.036,0.046,-0.018
1774030175.484,COMPLETE,0.035,0.042,-0.015
1774030175.984,COMPLETE,0.033,0.048,-0.011
1774030176.484,COMPLETE,0.037,0.053,-0.008
1774030176.985,COMPLETE,0.040,0.054,-0.006
1774030177.484,COMPLETE,0.043,0.056,-0.001
1774030177.984,COMPLETE,0.046,0.059,0.005
1774030178.484,COMPLETE,0.053,0.060,0.012
1774030178.984,COMPLETE,0.056,0.060,0.015
1774030179.484,COMPLETE,0.055,0.058,0.017
1774030179.984,COMPLETE,0.053,0.058,0.017
1774030180.484,COMPLETE,0.052,0.057,0.016
1774030180.985,COMPLETE,0.051,0.053,0.014
1774030181.484,COMPLETE,0.051,0.044,0.007
1774030181.984,COMPLETE,0.056,0.038,0.003
1774030182.484,COMPLETE,0.058,0.024,-0.001
1774030182.985,COMPLETE,0.059,0.019,-0.009
1774030183.484,COMPLETE,0.062,0.015,-0.009
1774030183.984,COMPLETE,0.072,0.016,-0.008
1774030184.484,COMPLETE,0.071,0.012,-0.007
1774030184.984,COMPLETE,0.071,0.009,-0.008
1774030185.484,COMPLETE,0.070,0.006,-0.007
1774030185.984,COMPLETE,0.069,0.004,-0.008
1774030186.484,COMPLETE,0.064,0.007,-0.005
1774030186.985,COMPLETE,0.056,0.009,-0.002
1774030187.485,COMPLETE,0.050,0.011,0.001
1774030187.984,COMPLETE,0.041,0.011,0.003
1774030188.484,COMPLETE,0.036,0.016,0.003
1774030188.985,COMPLETE,0.033,0.019,0.006
1774030189.484,COMPLETE,0.027,0.018,0.012
1774030189.984,COMPLETE,0.024,0.014,0.011
1774030190.484,COMPLETE,0.026,0.013,0.010
1774030190.984,COMPLETE,0.031,0.010,0.010
1774030191.484,COMPLETE,0.034,0.017,0.014
1774030191.984,COMPLETE,0.033,0.029,0.014
1774030192.484,COMPLETE,0.029,0.032,0.013
1774030192.984,COMPLETE,0.027,0.034,0.011
1774030193.484,COMPLETE,0.028,0.031,0.011
1774030193.984,COMPLETE,0.025,0.027,0.011
1774030194.484,COMPLETE,0.030,0.028,0.013
1774030194.985,COMPLETE,0.030,0.023,0.014
1774030195.484,COMPLETE,0.030,0.016,0.015
1774030195.984,COMPLETE,0.028,0.015,0.019
1774030196.484,COMPLETE,0.031,0.016,0.021
1774030196.984,COMPLETE,0.032,0.016,0.023
1774030197.484,COMPLETE,0.035,0.018,0.021
1774030197.984,COMPLETE,0.037,0.022,0.020
1774030198.484,COMPLETE,0.044,0.022,0.019
1774030198.985,COMPLETE,0.052,0.025,0.017
1774030199.484,COMPLETE,0.058,0.027,0.011
1774030199.984,COMPLETE,0.061,0.032,0.010
1774030200.484,COMPLETE,0.059,0.037,0.011
1774030200.984,COMPLETE,0.057,0.043,0.007
1774030201.484,COMPLETE,0.061,0.051,0.006
1774030201.984,COMPLETE,0.067,0.055,0.005
1774030202.484,COMPLETE,0.075,0.058,0.005
1774030202.984,COMPLETE,0.078,0.062,0.007
1774030203.484,COMPLETE,0.077,0.062,0.013
1774030203.984,COMPLETE,0.074,0.064,0.016
1774030204.484,COMPLETE,0.071,0.064,0.020
1774030204.984,COMPLETE,0.065,0.062,0.018
1774030205.485,COMPLETE,0.063,0.065,0.012
1774030205.984,COMPLETE,0.063,0.064,0.007
1774030206.484,COMPLETE,0.066,0.059,0.005
1774030206.984,COMPLETE,0.065,0.054,0.001
1774030207.484,COMPLETE,0.060,0.052,-0.003
1774030207.984,COMPLETE,0.058,0.051,-0.008
1774030208.484,COMPLETE,0.058,0.048,-0.009
1774030208.984,COMPLETE,0.055,0.048,-0.009
1774030209.484,COMPLETE,0.058,0.045,-0.007
1774030209.984,COMPLETE,0.062,0.042,-0.006
1774030210.484,COMPLETE,0.063,0.039,-0.005
1774030210.984,COMPLETE,0.064,0.036,-0.006
1774030211.484,COMPLETE,0.070,0.035,-0.010
1774030211.984,COMPLETE,0.073,0.038,-0.011
1774030212.484,COMPLETE,0.077,0.042,-0.007
1774030212.984,COMPLETE,0.077,0.041,-0.002
1774030213.484,COMPLETE,0.073,0.039,0.003
1774030213.984,COMPLETE,0.074,0.039,0.005
1774030214.484,COMPLETE,0.076,0.036,0.011
1774030214.984,COMPLETE,0.078,0.038,0.012
1774030215.484,COMPLETE,0.087,0.041,0.011
1774030215.984,COMPLETE,0.094,0.041,0.004
1774030216.484,COMPLETE,0.091,0.045,-0.001
1774030216.984,COMPLETE,0.091,0.042,-0.005
1774030217.484,COMPLETE,0.092,0.039,-0.007
1774030217.984,COMPLETE,0.096,0.037,-0.008
1774030218.484,COMPLETE,0.091,0.043,-0.008
1774030218.984,COMPLETE,0.080,0.043,-0.011
1774030219.484,COMPLETE,0.081,0.044,-0.012
1774030219.984,COMPLETE,0.084,0.046,-0.008
1774030220.484,COMPLETE,0.076,0.052,-0.013
1774030220.985,COMPLETE,0.070,0.053,-0.019
1774030221.484,COMPLETE,0.064,0.051,-0.025
1774030221.984,COMPLETE,0.068,0.048,-0.026
1774030222.484,COMPLETE,0.069,0.044,-0.023
1774030222.984,COMPLETE,0.067,0.039,-0.022
1774030223.484,COMPLETE,0.065,0.039,-0.025
1774030223.984,COMPLETE,0.065,0.039,-0.030
1774030224.484,COMPLETE,0.066,0.036,-0.033
1774030224.985,COMPLETE,0.058,0.037,-0.036
1774030225.484,COMPLETE,0.054,0.035,-0.037
1774030225.984,COMPLETE,0.055,0.032,-0.040
1774030226.484,COMPLETE,0.050,0.030,-0.036
1774030226.984,COMPLETE,0.047,0.031,-0.033
1774030227.484,COMPLETE,0.050,0.025,-0.032
1774030227.984,COMPLETE,0.059,0.013,-0.028
1774030228.484,COMPLETE,0.063,0.003,-0.029
1774030228.985,COMPLETE,0.060,-0.001,-0.030
1774030229.484,COMPLETE,0.056,-0.010,-0.031
1774030229.984,COMPLETE,0.051,-0.019,-0.030
1774030230.484,COMPLETE,0.043,-0.022,-0.024
1774030230.985,COMPLETE,0.043,-0.023,-0.018
1774030231.484,COMPLETE,0.047,-0.023,-0.017
1774030231.984,COMPLETE,0.049,-0.024,-0.015
1774030232.484,COMPLETE,0.050,-0.025,-0.016
1774030232.984,COMPLETE,0.057,-0.023,-0.019
1774030233.484,COMPLETE,0.063,-0.017,-0.019
1774030233.984,COMPLETE,0.064,-0.006,-0.021
1774030234.484,COMPLETE,0.065,0.002,-0.021
1774030234.985,COMPLETE,0.070,0.006,-0.022
1774030235.484,COMPLETE,0.073,0.008,-0.025
1774030235.984,COMPLETE,0.076,0.009,-0.023
1774030236.484,COMPLETE,0.072,0.007,-0.021
1774030236.984,COMPLETE,0.064,0.005,-0.022
1774030237.484,COMPLETE,0.060,-0.004,-0.028
1774030237.984,COMPLETE,0.060,-0.008,-0.031
1774030238.484,COMPLETE,0.062,-0.005,-0.027
1774030238.985,COMPLETE,0.069,-0.001,-0.025
1774030239.484,COMPLETE,0.073,-0.002,-0.026
1774030239.984,COMPLETE,0.072,0.003,-0.028
1774030240.484,COMPLETE,0.066,0.007,-0.027
1774030240.984,COMPLETE,0.062,0.012,-0.027
1774030241.484,COMPLETE,0.062,0.018,-0.026
1774030241.984,COMPLETE,0.059,0.023,-0.021
1774030242.484,COMPLETE,0.055,0.027,-0.021
1774030242.984,COMPLETE,0.057,0.024,-0.018
1774030243.484,COMPLETE,0.052,0.016,-0.020
1774030243.984,COMPLETE,0.045,0.012,-0.021
1774030244.484,COMPLETE,0.040,0.011,-0.022
1774030244.984,COMPLETE,0.038,0.015,-0.022
1774030245.484,COMPLETE,0.042,0.016,-0.023
1774030245.984,COMPLETE,0.046,0.018,-0.023
1774030246.484,COMPLETE,0.051,0.015,-0.017
1774030246.984,COMPLETE,0.055,0.014,-0.017
1774030247.484,COMPLETE,0.056,0.016,-0.014
1774030247.984,COMPLETE,0.058,0.016,-0.008
1774030248.484,COMPLETE,0.058,0.016,-0.007
1774030248.984,COMPLETE,0.050,0.023,-0.007
1774030249.484,COMPLETE,0.044,0.024,-0.001
1774030249.984,COMPLETE,0.047,0.026,0.008
1774030250.484,COMPLETE,0.058,0.028,0.018
1774030250.985,COMPLETE,0.065,0.024,0.024
1774030251.484,COMPLETE,0.061,0.018,0.027
1774030251.984,COMPLETE,0.059,0.015,0.030
1774030252.484,COMPLETE,0.063,0.017,0.031
1774030252.984,COMPLETE,0.074,0.019,0.027
1774030253.484,COMPLETE,0.086,0.019,0.022
1774030253.984,COMPLETE,0.092,0.015,0.019
1774030254.484,COMPLETE,0.093,0.011,0.018
1774030254.984,COMPLETE,0.091,0.015,0.017
1774030255.484,COMPLETE,0.091,0.013,0.017
1774030255.984,COMPLETE,0.097,0.008,0.020
1774030256.484,COMPLETE,0.097,0.004,0.026
1774030256.984,COMPLETE,0.097,0.003,0.030
1774030257.484,COMPLETE,0.102,0.001,0.031
1774030257.984,COMPLETE,0.106,-0.002,0.032
1774030258.484,COMPLETE,0.108,-0.001,0.032
1774030258.985,COMPLETE,0.107,0.002,0.035
1774030259.484,COMPLETE,0.108,0.006,0.040
1774030259.984,COMPLETE,0.107,0.012,0.041
1774030260.484,COMPLETE,0.105,0.009,0.039
1774030260.984,COMPLETE,0.094,0.012,0.036
1774030261.484,COMPLETE,0.092,0.015,0.033
1774030261.984,COMPLETE,0.089,0.017,0.033
1774030262.484,COMPLETE,0.083,0.017,0.035
1774030262.984,COMPLETE,0.080,0.018,0.034
1774030263.484,COMPLETE,0.077,0.017,0.034
1774030263.984,COMPLETE,0.071,0.015,0.038
1774030264.484,COMPLETE,0.069,0.015,0.041
1774030264.984,COMPLETE,0.064,0.012,0.039
1774030265.484,COMPLETE,0.065,0.010,0.036
1774030265.984,COMPLETE,0.062,0.010,0.032
1774030266.484,COMPLETE,0.059,0.008,0.032
1774030266.984,COMPLETE,0.055,0.013,0.027
1774030267.484,COMPLETE,0.052,0.016,0.024
1774030267.984,COMPLETE,0.053,0.013,0.021
1774030268.484,COMPLETE,0.050,0.007,0.019
1774030268.984,COMPLETE,0.048,0.006,0.020
1774030269.484,COMPLETE,0.047,-0.004,0.024
1774030269.984,COMPLETE,0.047,-0.014,0.026
1774030270.484,COMPLETE,0.051,-0.016,0.032
1774030270.984,COMPLETE,0.051,-0.009,0.035
1774030271.484,COMPLETE,0.054,-0.001,0.035
1774030271.984,COMPLETE,0.048,0.005,0.040
1774030272.484,COMPLETE,0.040,0.008,0.050
1774030272.984,COMPLETE,0.038,0.012,0.051
1774030273.484,COMPLETE,0.031,0.013,0.051
1774030273.984,COMPLETE,0.028,0.008,0.050
1774030274.484,COMPLETE,0.025,0.003,0.051
1774030274.984,COMPLETE,0.027,0.007,0.045
1774030275.484,COMPLETE,0.027,0.011,0.044
1774030275.984,COMPLETE,0.025,0.017,0.040
1774030276.484,COMPLETE,0.019,0.016,0.032
1774030276.984,COMPLETE,0.024,0.020,0.025
1774030277.484,COMPLETE,0.025,0.020,0.020
1774030277.984,COMPLETE,0.024,0.021,0.015
1774030278.484,COMPLETE,0.021,0.024,0.008
1774030278.984,COMPLETE,0.017,0.019,0.002
1774030279.484,COMPLETE,0.015,0.022,-0.003
1774030279.984,COMPLETE,0.010,0.026,-0.005
1774030280.484,COMPLETE,0.007,0.031,-0.011
1774030280.985,COMPLETE,0.017,0.027,-0.015
1774030281.484,COMPLETE,0.020,0.023,-0.022
1774030281.984,COMPLETE,0.018,0.024,-0.027
1774030282.484,COMPLETE,0.015,0.027,-0.028
1774030282.985,COMPLETE,0.023,0.027,-0.026
1774030283.484,COMPLETE,0.027,0.029,-0.024
1774030283.984,COMPLETE,0.030,0.030,-0.020
1774030284.484,COMPLETE,0.028,0.031,-0.016
1774030284.984,COMPLETE,0.027,0.034,-0.011
1774030285.484,COMPLETE,0.028,0.039,-0.008
1774030285.984,COMPLETE,0.026,0.042,-0.004
1774030286.484,COMPLETE,0.022,0.046,-0.001
1774030286.984,COMPLETE,0.021,0.045,0.003
1774030287.484,COMPLETE,0.026,0.044,0.002
1774030287.984,COMPLETE,0.030,0.042,0.002
1774030288.484,COMPLETE,0.032,0.044,0.002
1774030288.984,COMPLETE,0.033,0.040,0.005
1774030289.484,COMPLETE,0.035,0.036,0.011
1774030289.984,COMPLETE,0.038,0.035,0.016
